Time [sec]	T [mK]	T_loc/T_c	T_mc/Tc
985.0	0.6719798737801739	0.6633562426260354	0.6447535802854758
989.0	0.6721312295419466	0.6635056560137677	0.6447611305751733
993.0	0.6718131427535354	0.663191651286807	0.6447686813752613
997.0	0.6721211648368808	0.663495720470761	0.6447762326857066
1002.0	0.6719749732653781	0.6633514050003734	0.6447856725414025
1006.0	0.6724913951986764	0.6638611996038267	0.64479322500003
1010.0	0.6719843789949209	0.6633606900246012	0.6448007779689063
1014.0	0.6724944812688136	0.6638642460699049	0.6448083314479987
1018.0	0.6712965127521784	0.6626816512854674	0.6448158854372734
1023.0	0.6701208275696899	0.661521053869388	0.6448253286412603
1027.0	0.6712965127521784	0.6626816512854674	0.6448328837783238
1031.0	0.6716405381555433	0.6630212617527574	0.6448404394254617
1035.0	0.671804001133296	0.6631826269825233	0.6448479955826405
1040.0	0.6709422237818217	0.6623319089652732	0.6448574414963084
1044.0	0.6719600744493164	0.6633366973833331	0.6448649988009577
1048.0	0.6714631260683745	0.6628461264248515	0.6448725566155397
1052.0	0.6714679512369912	0.6628508896712648	0.6448801149400212
1056.0	0.6719657663609269	0.6633423162496811	0.6448876737743688
1061.0	0.6704535523017512	0.6618495086887969	0.644897123034252
1065.0	0.6724775093716744	0.6638474919759866	0.6449046830156767
1069.0	0.6704536008464856	0.6618495566105486	0.6449122435068595
1073.0	0.6721510154261523	0.6635251879823814	0.644919804507767
1078.0	0.6719729435492354	0.6633494013319206	0.6449292564756509
1082.0	0.6709610280877314	0.6623504719523509	0.6449368186233171
1086.0	0.6728404593009145	0.6642057841075169	0.6449443812805997
1090.0	0.6719829432568076	0.6633592727115575	0.6449519444474656
1094.0	0.6707566328502708	0.6621486997534757	0.6449595081238814
1099.0	0.6717948601867647	0.6631736033433019	0.6449689634359047
1103.0	0.6712607394019869	0.6626463370207176	0.6449765282586859
1107.0	0.6723195361391845	0.663691546040656	0.6449840935909087
1111.0	0.6711304372684026	0.6625177070764093	0.6449916594325399
1115.0	0.6709392858076626	0.6623290086946324	0.6449992257835463
1120.0	0.6721419403636446	0.6635162293816828	0.645008684438562
1124.0	0.6704435184715294	0.6618396036244121	0.6450162519355405
1128.0	0.6709540250506052	0.6623435587863823	0.6450238199417859
1132.0	0.6724745236131184	0.6638445445341742	0.6450313884572647
1137.0	0.6721441715815217	0.6635184319659643	0.6450408498176724
1141.0	0.6723157108303894	0.6636877698226945	0.645048419478805
1145.0	0.6719534918941008	0.6633301993031598	0.6450559896490631
1149.0	0.6728275705368105	0.6641930607470983	0.6450635603284132
1153.0	0.672302695310691	0.6636749213333574	0.645071131516822
1158.0	0.6719600247797644	0.6633366483511989	0.6450805962181464
1162.0	0.6730050233054499	0.6643682362344027	0.6450881685518158
1166.0	0.6729887088170017	0.6643521311125388	0.6450957413944357
1170.0	0.6730028210879482	0.66436606227833	0.6451033147459729
1174.0	0.6726365469141911	0.6640044885628738	0.6451108886063942
1179.0	0.6723134752019178	0.6636855628844204	0.6451203566474881
1183.0	0.6706096047105348	0.662003558450676	0.6451279316527765
1187.0	0.6721555781916777	0.6635296921931666	0.6451355071668406
1191.0	0.671970815173836	0.6633473002703218	0.6451430831896473
1196.0	0.6719810621766555	0.6633574157716244	0.645152553933524
1200.0	0.6723157108303894	0.6636877698226945	0.6451601311008796
1204.0	0.6728322161534379	0.6641976467457433	0.6451677087768692
